no,eventtitle,where,whom,what,who,contact,fee,when,openTime,closeTime,tag1,url
1,抱っこの教室,能登町瑞穂公民館,妊婦　乳幼児の保護者　興味のある方,本当に気持ちのいい抱っこは何かを感じ、体験し、考える講座,まるまる育児in能登町,https://m.facebook.com/nozomi.ootaka,3500円,2016/11/26,10:00:00,12:00:00,能登町,
